_PARTIES	Democrat	Republican	Total
BURNETT__WI	3986	4550	8677
CALUMET__WI	11489	14539	26420
CHIPPEWA__WI	15237	15322	30932
CLARK__WI	6172	7412	13801
COLUMBIA__WI	17175	13026	30546
CRAWFORD__WI	4629	3067	7817
DANE__WI	216071	83644	304181
DODGE__WI	18762	25211	44488
DOOR__WI	9357	8121	17671
DOUGLAS__WI	14863	7705	22894
DUNN__WI	11316	10224	21992
EAU_CLAIRE__WI	30666	23256	54806
FLORENCE__WI	953	1645	2625
FOND_DU_LAC__WI	22379	30355	53402
FOREST__WI	2425	2172	4648
GRANT__WI	13594	10255	24248
GREEN__WI	11206	7857	19322
GREEN_LAKE__WI	3793	5782	9675
IOWA__WI	8105	4287	12534
IRON__WI	1784	1790	3632
JACKSON__WI	5298	3900	9313
JEFFERSON__WI	20158	23517	44281
JUNEAU__WI	6242	5411	11827
KENOSHA__WI	44867	34977	80897
KEWAUNEE__WI	5153	5747	11037
LA_CROSSE__WI	36693	25751	63462
LAFAYETTE__WI	4536	3314	7952
LANGLADE__WI	4573	5816	10519
LINCOLN__WI	7563	7455	15216
MANITOWOC__WI	20403	21604	42617
MARATHON__WI	32363	36617	69862
MARINETTE__WI	9882	10619	20777
MARQUETTE__WI	4014	3992	8105
MENOMINEE__WI	1191	179	1377
MILWAUKEE__WI	332438	154924	492576
MONROE__WI	9515	9675	19485
OCONTO__WI	8865	10741	19859
ONEIDA__WI	10452	10917	21652
OUTAGAMIE__WI	45659	47372	94596
OZAUKEE__WI	19159	36077	55817
PEPIN__WI	1876	1794	3699
PIERCE__WI	10235	10397	21020
POLK__WI	10073	12094	22573
PORTAGE__WI	22075	16615	39337
PRICE__WI	3887	3884	7901
RACINE__WI	53008	49347	103364
RICHLAND__WI	4969	3573	8655
ROCK__WI	49219	30517	80690
RUSK__WI	3397	3676	7191
ST__CROIX__WI	19910	25503	46225
SAUK__WI	18736	12838	31927
SAWYER__WI	4486	4442	9025
SHAWANO__WI	9000	11022	20279
SHEBOYGAN__WI	27918	34072	62651
TAYLOR__WI	3763	5601	9512
TREMPEALEAU__WI	7605	5707	13481
VERNON__WI	8044	5942	14269
VILAS__WI	5951	7749	13842
WALWORTH__WI	22552	29006	52303
WASHBURN__WI	4447	4699	9287
WASHINGTON__WI	23166	54765	78742
WAUKESHA__WI	78779	162798	243856
WAUPACA__WI	11578	17002	28840
WAUSHARA__WI	5335	6562	12048
WINNEBAGO__WI	45449	42122	89173
WOOD__WI	18581	19704	38900
ALBANY__WY	7458	7866	16300
BIG_HORN__WY	868	4285	5324
CAMPBELL__WY	2163	14953	17571
CARBON__WY	2110	4148	6509
CONVERSE__WY	1089	5043	6343
CROOK__WY	426	3109	3685
FREMONT__WY	5333	11075	16939
GOSHEN__WY	1458	4178	5806
HOT_SPRINGS__WY	523	1895	2515
JOHNSON__WY	749	3363	4259
LARAMIE__WY	14295	23904	39505
LINCOLN__WY	1287	7144	8618
NATRONA__WY	8961	22132	32373
NIOBRARA__WY	200	1022	1276
PARK__WY	2927	11234	14608
PLATTE__WY	1223	3136	4531
SHERIDAN__WY	3618	10267	14322
SUBLETTE__WY	767	3472	4376
SWEETWATER__WY	4774	11428	16895
TETON__WY	6213	4858	11464
UINTA__WY	1628	6615	8539
WASHAKIE__WY	794	3014	3944
WESTON__WY	422	2821	3359
STATEWIDE_WRITEIN__	39366	30450	70991
MAINE_UOCAVA__	2071	858	3054
DISTRICT_1__AK	1518	5899	7722
DISTRICT_2__AK	3096	5509	9058
DISTRICT_3__AK	2034	3769	6069
DISTRICT_4__AK	2864	3586	6787
DISTRICT_5__AK	3644	4027	8143
DISTRICT_6__AK	2145	5254	7793
DISTRICT_7__AK	1962	5247	7575
DISTRICT_8__AK	2083	5826	8242
DISTRICT_9__AK	1667	5432	7408
DISTRICT_10__AK	1344	4928	6570
DISTRICT_11__AK	2222	6057	8631
DISTRICT_12__AK	1901	4300	6482
DISTRICT_13__AK	2425	3078	5707
DISTRICT_14__AK	3340	3453	7068
DISTRICT_15__AK	3283	2875	6451
DISTRICT_16__AK	4013	2876	7181
DISTRICT_17__AK	2853	1542	4589
DISTRICT_18__AK	4247	2369	6930
DISTRICT_19__AK	4126	3855	8286
DISTRICT_20__AK	3081	4544	7964
DISTRICT_21__AK	3316	5262	8866
DISTRICT_22__AK	2859	3445	6555
DISTRICT_23__AK	3167	4926	8370
DISTRICT_24__AK	3128	3912	7289
DISTRICT_25__AK	3739	4569	8661
DISTRICT_26__AK	3169	6968	10491
DISTRICT_27__AK	4463	6015	10823
DISTRICT_28__AK	2188	5882	8449
DISTRICT_29__AK	1933	5774	8011
DISTRICT_30__AK	3578	5492	9505
DISTRICT_31__AK	4679	4219	9335
DISTRICT_32__AK	5930	3095	9528
DISTRICT_33__AK	2716	4289	7471
DISTRICT_34__AK	4662	3523	8637
DISTRICT_35__AK	2830	3804	6932
DISTRICT_36__AK	3341	1386	4972
DISTRICT_37__AK	2631	1517	4335
DISTRICT_38__AK	4101	2259	6814
DISTRICT_39__AK	3645	2566	6560
DISTRICT_40__AK	2717	1347	4235
