_PARTIES	Democrat	Republican	Total
ADAMS__WI	5447	4890	10456
ASHLAND__WI	5805	3313	9199
BARRON__WI	11696	12030	23937
BAYFIELD__WI	5845	3754	9699
BROWN__WI	54935	67173	123294
BUFFALO__WI	3998	3502	7591
BURNETT__WI	4499	4743	9321
CALUMET__WI	10290	14721	25276
CHIPPEWA__WI	14751	15450	30524
CLARK__WI	6966	7966	15125
COLUMBIA__WI	14300	14956	29555
CRAWFORD__WI	4656	3680	8459
DANE__WI	181052	90369	274249
DODGE__WI	16690	27201	44336
DOOR__WI	8367	8910	17491
DOUGLAS__WI	16537	8448	25187
DUNN__WI	12039	10879	23172
EAU_CLAIRE__WI	30068	24653	55437
FLORENCE__WI	993	1703	2724
FOND_DU_LAC__WI	19216	33291	53036
FOREST__WI	2509	2608	5153
GRANT__WI	12864	12208	25264
GREEN__WI	9575	8497	18248
GREEN_LAKE__WI	3605	6472	10178
IOWA__WI	7122	5348	12542
IRON__WI	1956	1884	3879
JACKSON__WI	5249	4387	9726
JEFFERSON__WI	17925	23776	42115
JUNEAU__WI	5734	6473	12379
KENOSHA__WI	40107	35587	76428
KEWAUNEE__WI	5175	5970	11273
LA_CROSSE__WI	33170	28289	62136
LAFAYETTE__WI	4402	3929	8388
LANGLADE__WI	4751	6235	11074
LINCOLN__WI	7484	8024	15700
MANITOWOC__WI	20652	23027	44160
MARATHON__WI	30899	36394	68059
MARINETTE__WI	10190	11866	22270
MARQUETTE__WI	3785	4604	8477
MENOMINEE__WI	1412	288	1710
MILWAUKEE__WI	297653	180287	482236
MONROE__WI	8973	10375	19554
OCONTO__WI	8534	11043	19794
ONEIDA__WI	10464	11351	22039
OUTAGAMIE__WI	40169	48903	90050
OZAUKEE__WI	17714	34904	53032
PEPIN__WI	2181	1853	4066
PIERCE__WI	11176	10437	21876
POLK__WI	11173	12095	23503
PORTAGE__WI	21861	16546	38961
PRICE__WI	4349	4312	8763
RACINE__WI	48229	52456	101569
RICHLAND__WI	4501	4836	9420
ROCK__WI	46598	33151	80479
RUSK__WI	3820	3985	7927
ST__CROIX__WI	18784	22679	41835
SAUK__WI	15708	14415	30417
SAWYER__WI	4411	4951	9453
SHAWANO__WI	8657	12150	20999
SHEBOYGAN__WI	27608	34458	62625
TAYLOR__WI	3829	5582	9543
TREMPEALEAU__WI	8075	5878	14062
VERNON__WI	7924	6774	14845
VILAS__WI	5713	8155	14002
WALWORTH__WI	19177	28754	48446
WASHBURN__WI	4705	4762	9567
WASHINGTON__WI	21234	50641	72467
WAUKESHA__WI	73626	154926	230363
WAUPACA__WI	10792	15941	26974
WAUSHARA__WI	5257	6888	12246
WINNEBAGO__WI	40943	46542	88596
WOOD__WI	18950	20592	40071
ALBANY__WY	7117	9006	16624
BIG_HORN__WY	960	4232	5283
CAMPBELL__WY	2464	12415	15099
CARBON__WY	2158	4758	7077
CONVERSE__WY	1184	4447	5725
CROOK__WY	501	2836	3396
FREMONT__WY	5338	11429	17096
GOSHEN__WY	1566	4114	5779
HOT_SPRINGS__WY	623	1812	2480
JOHNSON__WY	676	3231	3991
LARAMIE__WY	13171	25951	39879
LINCOLN__WY	1364	6423	7914
NATRONA__WY	9863	21512	32068
NIOBRARA__WY	230	1064	1314
PARK__WY	3007	10917	14231
PLATTE__WY	1328	3149	4574
SHERIDAN__WY	4066	9689	14029
SUBLETTE__WY	730	2847	3651
SWEETWATER__WY	5208	10653	16272
TETON__WY	5972	5124	11359
UINTA__WY	1815	6081	8081
WASHAKIE__WY	855	3200	4114
WESTON__WY	580	2739	3392
DISTRICT_1__AK	3662	6303	10417
DISTRICT_2__AK	4961	5943	11402
DISTRICT_3__AK	6513	4790	11748
DISTRICT_4__AK	4768	5802	10987
DISTRICT_5__AK	4679	5439	10609
DISTRICT_6__AK	3728	6177	10310
DISTRICT_7__AK	5008	7693	13221
DISTRICT_8__AK	5758	6615	12942
DISTRICT_9__AK	4177	6934	11486
DISTRICT_10__AK	3670	6745	10750
DISTRICT_11__AK	3364	9280	13025
DISTRICT_12__AK	3387	8108	11845
DISTRICT_13__AK	4819	10702	16012
DISTRICT_14__AK	4403	10717	15548
DISTRICT_15__AK	4766	10058	15400
DISTRICT_16__AK	4791	10587	15840
DISTRICT_17__AK	4646	10491	15510
DISTRICT_18__AK	4193	8424	12887
DISTRICT_19__AK	5061	8014	13458
DISTRICT_20__AK	4465	6632	11480
DISTRICT_21__AK	5488	8818	14671
DISTRICT_22__AK	5426	7207	13035
DISTRICT_23__AK	5991	6576	12985
DISTRICT_24__AK	5226	7622	13251
DISTRICT_25__AK	5435	6892	12778
DISTRICT_26__AK	6476	7776	14682
DISTRICT_27__AK	5212	8500	14112
DISTRICT_28__AK	5141	9073	14577
DISTRICT_29__AK	4546	7743	12630
DISTRICT_30__AK	5181	8733	14273
DISTRICT_31__AK	5315	9605	15270
DISTRICT_32__AK	6580	9783	16810
DISTRICT_33__AK	3192	7344	10938
DISTRICT_34__AK	3033	7886	11353
DISTRICT_35__AK	5030	6007	11571
DISTRICT_36__AK	3245	5645	9241
DISTRICT_37__AK	1970	3046	5208
DISTRICT_38__AK	2366	2459	5075
DISTRICT_39__AK	2365	2881	5568
DISTRICT_40__AK	2328	3217	5788
