_PARTIES	Democrat	Republican	Total
ADAMS__WI	5806	3974	9986
ASHLAND__WI	5818	2634	8574
BARRON__WI	12078	10457	22886
BAYFIELD__WI	5972	3365	9468
BROWN__WI	67269	55854	124754
BUFFALO__WI	3949	2923	7000
BURNETT__WI	4337	4200	8688
CALUMET__WI	13295	12722	26474
CHIPPEWA__WI	16239	13492	30231
CLARK__WI	7454	6383	14187
COLUMBIA__WI	16661	12193	29272
CRAWFORD__WI	4987	2830	7981
DANE__WI	205984	73065	282939
DODGE__WI	19183	23015	42823
DOOR__WI	10142	7112	17481
DOUGLAS__WI	15830	7835	24066
DUNN__WI	13002	9566	22989
EAU_CLAIRE__WI	33146	20959	55010
FLORENCE__WI	1134	1512	2685
FOND_DU_LAC__WI	23463	28164	52323
FOREST__WI	2673	1963	4683
GRANT__WI	14875	9068	24320
GREEN__WI	11502	6730	18534
GREEN_LAKE__WI	4000	5393	9536
IOWA__WI	7987	3829	11969
IRON__WI	1914	1464	3432
JACKSON__WI	5572	3552	9251
JEFFERSON__WI	21448	21096	43166
JUNEAU__WI	6186	5148	11530
KENOSHA__WI	45836	31609	78789
KEWAUNEE__WI	5902	4711	10787
LA_CROSSE__WI	38524	23701	63218
LAFAYETTE__WI	4732	2984	7831
LANGLADE__WI	5182	5081	10402
LINCOLN__WI	8424	6519	15268
MANITOWOC__WI	22428	19234	42414
MARATHON__WI	36367	30345	67940
MARINETTE__WI	11195	9726	21255
MARQUETTE__WI	4068	3654	7846
MENOMINEE__WI	1257	185	1448
MILWAUKEE__WI	319819	149445	475192
MONROE__WI	10198	8666	19152
OCONTO__WI	9927	8755	18968
ONEIDA__WI	11907	9630	21927
OUTAGAMIE__WI	50294	39677	91563
OZAUKEE__WI	20579	32172	53365
PEPIN__WI	2102	1616	3771
PIERCE__WI	11803	9812	22107
POLK__WI	10876	11282	22643
PORTAGE__WI	24817	13810	39422
PRICE__WI	4559	3461	8194
RACINE__WI	53408	45954	100642
RICHLAND__WI	5041	3298	8450
ROCK__WI	50529	27364	79169
RUSK__WI	3855	3253	7272
ST__CROIX__WI	21177	22837	44821
SAUK__WI	18617	11562	30626
SAWYER__WI	4765	4199	9085
SHAWANO__WI	10259	9538	20089
SHEBOYGAN__WI	30395	30801	62107
TAYLOR__WI	4563	4586	9346
TREMPEALEAU__WI	8321	4808	13314
VERNON__WI	8463	5367	14075
VILAS__WI	6491	7055	13750
WALWORTH__WI	24177	25485	50422
WASHBURN__WI	4693	4303	9112
WASHINGTON__WI	25719	47729	74411
WAUKESHA__WI	85339	145152	232897
WAUPACA__WI	12952	12232	25511
WAUSHARA__WI	5868	5770	11849
WINNEBAGO__WI	48167	37946	87677
WOOD__WI	21710	16581	39052
ALBANY__WY	8644	7936	17201
BIG_HORN__WY	1108	4045	5341
CAMPBELL__WY	2990	13011	16385
CARBON__WY	2336	4331	6900
CONVERSE__WY	1380	4922	6501
CROOK__WY	612	2967	3706
FREMONT__WY	6016	11083	17715
GOSHEN__WY	1832	3942	5965
HOT_SPRINGS__WY	619	1834	2564
JOHNSON__WY	908	3334	4375
LARAMIE__WY	16072	24549	41806
LINCOLN__WY	1823	6485	8615
NATRONA__WY	10475	21906	33473
NIOBRARA__WY	244	1017	1304
PARK__WY	3757	10839	15049
PLATTE__WY	1407	3002	4597
SHERIDAN__WY	4458	10177	15039
SUBLETTE__WY	936	3316	4375
SWEETWATER__WY	5762	10360	16833
TETON__WY	7472	4565	12359
UINTA__WY	2317	5763	8418
WASHAKIE__WY	1042	2956	4100
WESTON__WY	658	2618	3414
DISTRICT_1__AK	2597	4149	6970
DISTRICT_2__AK	3468	4029	7735
DISTRICT_3__AK	5657	2829	8767
DISTRICT_4__AK	4161	4302	8736
DISTRICT_5__AK	3393	3426	7123
DISTRICT_6__AK	2351	4234	6824
DISTRICT_7__AK	4283	6297	10894
DISTRICT_8__AK	4995	4983	10320
DISTRICT_9__AK	2805	4141	7143
DISTRICT_10__AK	2074	3392	5615
DISTRICT_11__AK	1924	7736	9866
DISTRICT_12__AK	1914	5467	7589
DISTRICT_13__AK	2800	8432	11526
DISTRICT_14__AK	2132	8108	10456
DISTRICT_15__AK	2510	8227	11086
DISTRICT_16__AK	2636	7774	10697
DISTRICT_17__AK	2645	6621	9448
DISTRICT_18__AK	2046	4252	6411
DISTRICT_19__AK	3095	4106	7372
DISTRICT_20__AK	2474	2536	5138
DISTRICT_21__AK	3647	4837	8675
DISTRICT_22__AK	3337	3109	6634
DISTRICT_23__AK	4075	2808	7082
DISTRICT_24__AK	3380	4127	7688
DISTRICT_25__AK	3233	3042	6443
DISTRICT_26__AK	4472	4037	8695
DISTRICT_27__AK	3130	5159	8498
DISTRICT_28__AK	3642	5953	9792
DISTRICT_29__AK	2684	4127	6962
DISTRICT_30__AK	3486	5500	9183
DISTRICT_31__AK	3596	6419	10220
DISTRICT_32__AK	5176	6867	12307
DISTRICT_33__AK	2089	6571	8909
DISTRICT_34__AK	1920	7358	9548
DISTRICT_35__AK	4254	4959	9503
DISTRICT_36__AK	2264	4201	6673
DISTRICT_37__AK	1868	2661	4665
DISTRICT_38__AK	2549	2056	4820
DISTRICT_39__AK	2695	2323	5184
DISTRICT_40__AK	2137	2686	5000
