_PARTIES	Democrat	Republican	Total
LEWIS__MO	934	3344	4456
LINCOLN__MO	5575	18159	24962
LINN__MO	1240	4088	5587
LIVINGSTON__MO	1265	4879	6421
MCDONALD__MO	1329	6599	8242
MACON__MO	1548	5798	7621
MADISON__MO	1005	4102	5321
MARIES__MO	794	3561	4500
MARION__MO	2994	9419	12938
MERCER__MO	216	1486	1745
MILLER__MO	1750	9285	11416
MISSISSIPPI__MO	1458	3600	5169
MONITEAU__MO	1237	5347	6830
MONROE__MO	853	3159	4156
MONTGOMERY__MO	1119	4127	5429
MORGAN__MO	1768	6760	8821
NEW_MADRID__MO	1933	5270	7357
NEWTON__MO	4990	20553	26606
NODAWAY__MO	2529	6380	9458
OREGON__MO	865	3671	4668
OSAGE__MO	998	5856	7090
OZARK__MO	724	3639	4505
PEMISCOT__MO	1947	3964	6027
PERRY__MO	1520	6908	8740
PETTIS__MO	4324	12810	18111
PHELPS__MO	4766	12709	18553
PIKE__MO	1806	5274	7382
PLATTE__MO	20057	25933	48885
POLK__MO	2631	10438	13763
PULASKI__MO	2922	9876	13488
PUTNAM__MO	353	1936	2346
RALLS__MO	1138	3969	5266
RANDOLPH__MO	2283	7529	10309
RAY__MO	3090	7104	10869
REYNOLDS__MO	540	2406	3038
RIPLEY__MO	830	4522	5524
ST__CHARLES__MO	68626	121650	201005
ST__CLAIR__MO	936	3501	4630
SAINTE_GENEVIEVE__MO	2542	5496	8469
ST__FRANCOIS__MO	6250	17468	24728
ST__LOUIS_CO___MO	286704	202434	514858
SALINE__MO	2789	5977	9274
SCHUYLER__MO	354	1505	1936
SCOTLAND__MO	365	1525	1968
SCOTT__MO	3575	13168	17256
SHANNON__MO	776	2966	3904
SHELBY__MO	606	2524	3255
STODDARD__MO	1876	11079	13291
STONE__MO	2887	13158	16567
SULLIVAN__MO	526	1884	2486
TANEY__MO	4373	18276	23515
TEXAS__MO	1728	8875	10956
VERNON__MO	1707	6533	8599
WARREN__MO	3915	11111	15784
WASHINGTON__MO	1926	7048	9282
WAYNE__MO	948	4658	5655
WEBSTER__MO	3177	12840	16743
WORTH__MO	195	808	1046
WRIGHT__MO	1170	6707	8119
ST__LOUIS__MO	104235	20832	131191
BEAVERHEAD__MT	1143	3353	4849
BIG_HORN__MT	2094	1853	4237
BLAINE__MT	1202	1268	2684
BROADWATER__MT	573	2348	3133
CARBON__MT	1828	3748	5991
CARTER__MT	70	678	786
CASCADE__MT	12175	19632	34571
CHOUTEAU__MT	732	1679	2603
CUSTER__MT	1176	3657	5185
DANIELS__MT	168	730	962
DAWSON__MT	787	3320	4374
DEER_LODGE__MT	2058	1763	4206
FALLON__MT	154	1279	1484
FERGUS__MT	1202	4269	5840
FLATHEAD__MT	13293	30240	46571
GALLATIN__MT	24246	23802	53819
GARFIELD__MT	34	653	718
GLACIER__MT	3121	1620	5075
GOLDEN_VALLEY__MT	71	365	474
GRANITE__MT	472	1192	1777
HILL__MT	2371	3478	6445
JEFFERSON__MT	1998	4177	6714
JUDITH_BASIN__MT	235	872	1208
LAKE__MT	4776	7530	13181
LEWIS_AND_CLARK__MT	14478	16895	34478
LIBERTY__MT	206	698	961
LINCOLN__MT	2041	6729	9330
MCCONE__MT	154	862	1060
MADISON__MT	1180	3297	4778
MEAGHER__MT	193	729	977
MINERAL__MT	519	1330	2012
MISSOULA__MT	31543	22250	59203
MUSSELSHELL__MT	332	1967	2441
PARK__MT	3595	4980	9359
PETROLEUM__MT	30	278	322
PHILLIPS__MT	318	1723	2171
PONDERA__MT	738	1799	2723
POWDER_RIVER__MT	127	884	1053
POWELL__MT	551	2029	2794
PRAIRIE__MT	100	556	689
RAVALLI__MT	6223	14810	22556
RICHLAND__MT	671	3908	4871
ROOSEVELT__MT	1560	1797	3652
ROSEBUD__MT	987	2253	3453
SANDERS__MT	1218	4286	5953
SHERIDAN__MT	477	1241	1835
SILVER_BOW__MT	8619	6376	16452
STILLWATER__MT	908	3661	4873
SWEET_GRASS__MT	402	1595	2107
TETON__MT	808	2170	3188
TOOLE__MT	402	1497	2037
TREASURE__MT	59	351	443
VALLEY__MT	886	2698	3894
WHEATLAND__MT	179	702	946
WIBAUX__MT	55	463	541
YELLOWSTONE__MT	22171	40920	69108
ADAMS__NE	3302	9287	13513
ANTELOPE__NE	383	2732	3281
ARTHUR__NE	17	244	273
BANNER__NE	19	357	402
BLAINE__NE	30	276	317
BOONE__NE	414	2299	2905
BOX_BUTTE__NE	965	3617	4924
BOYD__NE	128	983	1156
BROWN__NE	153	1385	1597
BUFFALO__NE	4763	14569	21129
BURT__NE	930	2367	3558
BUTLER__NE	691	3079	3981
CASS__NE	3484	8452	12933
CEDAR__NE	571	3532	4420
CHASE__NE	171	1648	1898
CHERRY__NE	317	2623	3118
CHEYENNE__NE	711	3665	4711
CLAY__NE	477	2422	3065
COLFAX__NE	859	2171	3214
CUMING__NE	719	3122	4074
CUSTER__NE	641	4695	5652
DAKOTA__NE	2314	3616	6279
DAWES__NE	801	2632	3676
DAWSON__NE	2136	5984	8635
DEUEL__NE	120	809	984
DIXON__NE	556	2041	2782
DODGE__NE	4544	9933	15529
DOUGLAS__NE	113798	108077	240433
DUNDY__NE	89	823	953
FILLMORE__NE	613	2130	2941
FRANKLIN__NE	250	1347	1673
FRONTIER__NE	161	1110	1328
FURNAS__NE	304	1921	2340
GAGE__NE	2935	6380	10048
GARDEN__NE	153	869	1075
GARFIELD__NE	121	821	980
GOSPER__NE	166	794	1010
GRANT__NE	20	367	405
GREELEY__NE	210	912	1175
HALL__NE	6282	14408	22060
HAMILTON__NE	878	3783	5004
HARLAN__NE	254	1496	1832
HAYES__NE	30	472	514
HITCHCOCK__NE	161	1232	1468
HOLT__NE	531	4354	5118
HOOKER__NE	40	355	417
HOWARD__NE	544	2284	2994
JEFFERSON__NE	837	2399	3494
JOHNSON__NE	563	1355	2089
KEARNEY__NE	550	2531	3296
KEITH__NE	571	3235	4034
KEYA_PAHA__NE	40	460	519
KIMBALL__NE	230	1330	1677
KNOX__NE	720	3188	4115
LANCASTER__NE	61898	61588	136223
LINCOLN__NE	2913	12164	16131
LOGAN__NE	32	400	453
LOUP__NE	48	323	385
MCPHERSON__NE	14	257	287
MADISON__NE	2711	10628	14343
MERRICK__NE	602	2926	3788
MORRILL__NE	284	1802	2209
NANCE__NE	281	1261	1621
NEMAHA__NE	785	2116	3161
NUCKOLLS__NE	353	1726	2205
OTOE__NE	2025	4860	7457
PAWNEE__NE	279	974	1327
PERKINS__NE	161	1217	1455
PHELPS__NE	572	3849	4695
PIERCE__NE	382	3052	3630
PLATTE__NE	2646	10965	14433
POLK__NE	413	2028	2582
RED_WILLOW__NE	645	4258	5170
RICHARDSON__NE	818	2769	3805
ROCK__NE	70	687	798
SALINE__NE	1733	3004	5136
SARPY__NE	28033	45143	80580
SAUNDERS__NE	2523	7555	10860
SCOTTS_BLUFF__NE	3207	10076	14317
SEWARD__NE	1875	5454	7922
SHERIDAN__NE	287	2211	2608
SHERMAN__NE	340	1150	1573
SIOUX__NE	81	616	736
STANTON__NE	417	2187	2801
THAYER__NE	499	2051	2690
THOMAS__NE	30	344	393
THURSTON__NE	919	1043	2088
VALLEY__NE	339	1780	2205
WASHINGTON__NE	2623	7424	10832
WAYNE__NE	835	2693	3776
WEBSTER__NE	306	1330	1708
WHEELER__NE	62	377	465
YORK__NE	1186	4700	6381
CHURCHILL__NV	2210	7830	10938
CLARK__NV	402227	320057	767156
DOUGLAS__NV	8454	17415	27885
ELKO__NV	3401	13551	18559
ESMERALDA__NV	65	329	423
EUREKA__NV	74	723	854
HUMBOLDT__NV	1386	4521	6433
LANDER__NV	403	1828	2413
LINCOLN__NV	285	1671	2132
LYON__NV	6146	16005	23762
MINERAL__NV	637	1179	1997
NYE__NV	5094	13324	19595
PERSHING__NV	430	1403	1982
STOREY__NV	752	1616	2558
WASHOE__NV	97379	94758	209909
WHITE_PINE__NV	707	2723	3773
CARSON_CITY__NV	9610	13125	25016
BELKNAP__NH	13517	19315	35045
CARROLL__NH	12987	14635	29616
CHESHIRE__NH	22064	16876	41895
COOS__NH	6563	7952	15627
GRAFTON__NH	28510	19010	51191
HILLSBOROUGH__NH	99589	100013	214157
MERRIMACK__NH	40198	37674	83648
ROCKINGHAM__NH	79994	90447	181434
STRAFFORD__NH	34894	29072	69000
SULLIVAN__NH	10210	10796	22683
ATLANTIC__NJ	60924	52690	117291
BERGEN__NJ	231211	175529	419296
BURLINGTON__NJ	121725	89272	218943
CAMDEN__NJ	146717	72631	226592
CAPE_MAY__NJ	18750	28446	48722
CUMBERLAND__NJ	27771	24453	54004
ESSEX__NJ	240837	63176	310934
GLOUCESTER__NJ	66870	67544	139542
HUDSON__NJ	163917	49043	219375
HUNTERDON__NJ	28898	38712	70836
MERCER__NJ	104775	46193	156529
MIDDLESEX__NJ	193044	122953	326102
MONMOUTH__NJ	137181	166723	314377
MORRIS__NJ	115249	126071	250416
OCEAN__NJ	87150	179079	274362
PASSAIC__NJ	116759	72902	194802
SALEM__NJ	11904	16381	29494
SOMERSET__NJ	85689	65505	157092
SUSSEX__NJ	24212	46658	74126
UNION__NJ	147414	68114	221975
WARREN__NJ	17281	29858	49236
BERNALILLO__NM	143417	94698	274662
CATRON__NM	427	1464	2049
CHAVES__NM	5534	12872	20271
CIBOLA__NM	3741	3195	8063
COLFAX__NM	2129	2585	5332
CURRY__NM	3121	9035	13370
DE_BACA__NM	193	620	910
DONA_ANA__NM	37947	25374	70648
EDDY__NM	5033	13147	19667
GRANT__NM	6276	5288	12811
GUADALUPE__NM	970	595	1827
HARDING__NM	156	311	527
HIDALGO__NM	784	910	1872
LEA__NM	3930	12495	17712
LINCOLN__NM	2331	5896	8902
LOS_ALAMOS__NM	5562	3359	10885
LUNA__NM	3195	3478	7295
MCKINLEY__NM	13576	5104	21703
MORA__NM	1536	665	2441
OTERO__NM	6124	11887	20060
QUAY__NM	1017	2212	3572
RIO_ARRIBA__NM	9592	3599	14878
ROOSEVELT__NM	1454	3884	5950
SANDOVAL__NM	27707	25905	61690
SAN_JUAN__NM	12865	27946	46110
SAN_MIGUEL__NM	7285	2313	10751
SANTA_FE__NM	50793	14332	71434
SIERRA__NM	1612	3010	5181
SOCORRO__NM	3313	2616	6868
TAOS__NM	10668	2727	15260
TORRANCE__NM	1785	3714	6324
UNION__NM	320	1216	1702
VALENCIA__NM	10841	13215	27592
KANSAS__MO	97735	24654	128601
ALBANY__NY	83077	47810	139830
ALLEGANY__NY	4882	12525	18692
BRONX__NY	353646	37797	399522
BROOME__NY	39212	40943	86072
CATTARAUGUS__NY	9497	19692	31161
CAYUGA__NY	13522	17384	33172
CHAUTAUQUA__NY	19091	31594	54234
CHEMUNG__NY	13757	20097	36119
CHENANGO__NY	6775	11921	20160
CLINTON__NY	15059	14449	32105
COLUMBIA__NY	15284	13756	30902
CORTLAND__NY	8771	9900	20244
DELAWARE__NY	6627	11942	19792
DUTCHESS__NY	62261	61797	130934
ERIE__NY	215456	188303	423625
ESSEX__NY	7762	7958	17218
FRANKLIN__NY	7297	8221	16952
FULTON__NY	6496	13462	21214
GENESEE__NY	7650	16915	26432
GREENE__NY	7405	13073	22050
HAMILTON__NY	949	2064	3225
HERKIMER__NY	8083	16699	26255
JEFFERSON__NY	13809	21763	38236
KINGS__NY	640553	141044	805605
LEWIS__NY	3146	7400	11325
LIVINGSTON__NY	10697	17290	30031
MADISON__NY	11667	15936	30064
MONROE__NY	188592	136582	347790
MONTGOMERY__NY	6595	11301	19054
NASSAU__NY	326088	288313	636967
NEW_YORK__NY	579013	64929	668939
NIAGARA__NY	35559	51961	92402
ONEIDA__NY	33743	51437	91009
ONONDAGA__NY	112337	83649	208440
ONTARIO__NY	22233	26029	52258
ORANGE__NY	68278	76645	152021
ORLEANS__NY	4470	10936	16380
OSWEGO__NY	17095	27688	48180
OTSEGO__NY	10451	13308	25668
PUTNAM__NY	19366	27024	48563
QUEENS__NY	517220	149341	686393
RENSSELAER__NY	32717	33726	71562
RICHMOND__NY	74143	101437	180960
ROCKLAND__NY	69342	60911	135087
ST__LAWRENCE__NY	16488	19942	39158
SARATOGA__NY	50913	54575	114094
SCHENECTADY__NY	33747	28953	67280
SCHOHARIE__NY	4240	8831	14050
SCHUYLER__NY	3091	5050	8772
SENECA__NY	5697	7236	13980
STEUBEN__NY	12526	26831	42002
SUFFOLK__NY	303951	350570	681254
SULLIVAN__NY	12568	15931	29955
TIOGA__NY	7526	13260	22299
TOMPKINS__NY	28890	10371	42678
ULSTER__NY	42101	34006	81355
WARREN__NY	13091	15751	31408
WASHINGTON__NY	9098	13610	24528
WAYNE__NY	13473	23380	39687
WESTCHESTER__NY	272926	131238	420655
WYOMING__NY	3904	12442	17298
YATES__NY	3659	5660	10066
ALAMANCE__NC	29833	38815	71157
ALEXANDER__NC	3767	13893	18271
ALLEGHANY__NC	1306	3814	5315
ANSON__NC	5859	4506	10545
ASHE__NC	3500	9412	13424
AVERY__NC	1689	6298	8249
BEAUFORT__NC	8764	14543	23938
BERTIE__NC	5778	3456	9347
BLADEN__NC	7058	8550	15897
BRUNSWICK__NC	23282	42720	68351
BUNCOMBE__NC	75452	55716	138947
BURKE__NC	11251	26238	38920
CABARRUS__NC	35521	53819	93289
CALDWELL__NC	8425	26621	36320
CAMDEN__NC	1274	3546	5006
CARTERET__NC	9939	26569	37781
CASWELL__NC	4792	6026	11070
CATAWBA__NC	21216	48324	72351
CHATHAM__NC	21065	17105	39849
CHEROKEE__NC	2860	10844	14181
CHOWAN__NC	2992	4014	7228
CLAY__NC	1367	4437	6010
CLEVELAND__NC	14964	28479	44673
COLUMBUS__NC	9063	14272	23732
CRAVEN__NC	17630	27731	47001
CUMBERLAND__NC	71605	51265	127506
CURRITUCK__NC	2913	9163	12669
DARE__NC	7222	11460	19609
DAVIDSON__NC	18109	54317	74856
DAVIE__NC	5270	15602	21756
DUPLIN__NC	8283	12217	20856
DURHAM__NC	121250	28350	156134
EDGECOMBE__NC	16224	8261	24886
FORSYTH__NC	94464	75975	178312
FRANKLIN__NC	12874	16368	30368
GASTON__NC	31177	61798	96431
GATES__NC	2385	2874	5392
GRAHAM__NC	768	3283	4168
GRANVILLE__NC	12909	13591	27353
GREENE__NC	3605	4374	8095
GUILFORD__NC	149248	98062	257405
HALIFAX__NC	15748	9031	25167
HARNETT__NC	16737	27614	46065
HAYWOOD__NC	10473	18929	30727
HENDERSON__NC	19827	35809	58176
HERTFORD__NC	6910	3099	10186
HOKE__NC	9726	7760	18230
HYDE__NC	965	1288	2304
IREDELL__NC	24734	54754	82567
JACKSON__NC	7713	9870	18713
JOHNSTON__NC	28362	54372	85909
JONES__NC	2065	2974	5135
LEE__NC	10469	13712	25084
LENOIR__NC	12634	13613	26807
LINCOLN__NC	9897	28806	40023
MCDOWELL__NC	4667	14568	19875
MACON__NC	4876	12127	17734
MADISON__NC	3926	6783	11269
MARTIN__NC	5846	5897	11964
MECKLENBURG__NC	294562	155518	472857
MITCHELL__NC	1596	6282	8096
MONTGOMERY__NC	4150	7130	11540
MOORE__NC	16329	30490	48692
NASH__NC	23235	23319	47665
NEW_HANOVER__NC	50979	55344	111905
NORTHAMPTON__NC	6144	3582	9848
ONSLOW__NC	17514	37122	57135
ORANGE__NC	59923	18557	82340
PAMLICO__NC	2448	4258	6870
PASQUOTANK__NC	8615	8180	17391
PENDER__NC	9354	17639	27885
PERQUIMANS__NC	2319	4177	6708
PERSON__NC	7833	11185	19615
PITT__NC	41824	35691	80527
POLK__NC	3735	6768	10934
RANDOLPH__NC	13194	49430	64575
RICHMOND__NC	8501	10383	19328
ROBESON__NC	19016	20762	40858
ROCKINGHAM__NC	14228	26830	42278
ROWAN__NC	19400	42810	64369
RUTHERFORD__NC	7512	21871	30307
SAMPSON__NC	10547	14838	25928
SCOTLAND__NC	7319	6256	13928
STANLY__NC	7094	21964	29917
STOKES__NC	4665	17116	22550
SURRY__NC	7488	23671	32196
SWAIN__NC	2196	3565	6124
TRANSYLVANIA__NC	6558	10520	17869
TYRRELL__NC	720	975	1739
UNION__NC	34337	66707	105710
VANCE__NC	12229	7332	19977
WAKE__NC	302736	196082	527624
WARREN__NC	6413	3214	9842
WASHINGTON__NC	3510	2564	6165
WATAUGA__NC	14138	13697	29985
WAYNE__NC	21770	27540	50689
WILKES__NC	6638	23752	31296
WILSON__NC	19663	17531	38135
YADKIN__NC	3160	13880	17624
YANCEY__NC	3196	6385	9960
ADAMS__ND	216	909	1218
BARNES__ND	1597	3160	5344
BENSON__ND	842	929	2011
BILLINGS__ND	59	495	605
BOTTINEAU__ND	736	2494	3494
BOWMAN__ND	227	1446	1787
BURKE__ND	119	895	1052
BURLEIGH__ND	10881	32532	47979
CASS__ND	31361	39816	80821
CAVALIER__ND	476	1357	2006
DICKEY__ND	554	1667	2407
DIVIDE__ND	245	867	1219
DUNN__ND	358	1771	2243
EDDY__ND	355	791	1231
EMMONS__ND	215	1677	1981
FOSTER__ND	347	1241	1719
GOLDEN_VALLEY__ND	99	796	957
GRAND_FORKS__ND	10851	16340	30365
GRANT__ND	185	1108	1381
GRIGGS__ND	298	847	1265
HETTINGER__ND	168	1050	1296
KIDDER__ND	179	1111	1376
LAMOURE__ND	502	1481	2151
LOGAN__ND	114	888	1067
MCHENRY__ND	490	2050	2820
MCINTOSH__ND	235	1100	1446
MCKENZIE__ND	698	3670	4672
MCLEAN__ND	1081	3860	5315
MERCER__ND	621	3759	4682
MORTON__ND	3080	11336	15832
MOUNTRAIL__ND	1220	2582	4106
NELSON__ND	536	1025	1717
OLIVER__ND	119	830	1017
PEMBINA__ND	681	2208	3153
PIERCE__ND	431	1437	2071
RAMSEY__ND	1505	3217	5305
RANSOM__ND	838	1210	2359
RENVILLE__ND	201	993	1293
RICHLAND__ND	2064	4767	7592
ROLETTE__ND	2099	1217	3755
SARGENT__ND	694	1088	1997
SHERIDAN__ND	95	650	787
SIOUX__ND	758	260	1232
SLOPE__ND	43	362	430
STARK__ND	1753	9755	12322
STEELE__ND	361	538	999
STUTSMAN__ND	2498	6718	10155
TOWNER__ND	305	733	1157
TRAILL__ND	1241	2265	3933
WALSH__ND	1167	2995	4636
WARD__ND	5806	18636	27412
WELLS__ND	419	1796	2383
WILLIAMS__ND	1735	10069	12807
ADAMS__OH	2326	8659	11359
ALLEN__OH	13294	30487	45894
ASHLAND__OH	5740	17493	24590
ASHTABULA__OH	15577	23318	40867
ATHENS__OH	16370	11354	29443
AUGLAIZE__OH	3980	18658	23627
BELMONT__OH	8785	21108	31122
BROWN__OH	4353	14573	19607
BUTLER__OH	58642	106976	173839
CARROLL__OH	3154	9254	13074
CHAMPAIGN__OH	4594	12631	18104
CLARK__OH	23328	35205	61429
CLERMONT__OH	26715	67518	99121
CLINTON__OH	4066	13838	18675
COLUMBIANA__OH	12432	31676	46201
COSHOCTON__OH	4013	10785	15552
CRAWFORD__OH	4625	13611	19237
CUYAHOGA__OH	398271	184211	603822
DARKE__OH	4470	20012	25484
DEFIANCE__OH	5368	11688	18192
DELAWARE__OH	40872	57568	103860
ERIE__OH	16057	19648	37578
FAIRFIELD__OH	24881	44314	72913
FAYETTE__OH	2739	7995	11162
FRANKLIN__OH	351198	199331	581140
FULTON__OH	6069	13709	21225
GALLIA__OH	2628	9822	12931
GEAUGA__OH	17569	30227	49941
GREENE__OH	28943	48540	81858
GUERNSEY__OH	4359	11445	16557
HAMILTON__OH	215719	173665	409109
HANCOCK__OH	9609	24183	36023
HARDIN__OH	2920	8717	12294
HARRISON__OH	1688	5098	7079
HENRY__OH	3756	9301	13932
HIGHLAND__OH	3773	14020	18501
HOCKING__OH	3775	8497	12838
HOLMES__OH	1788	8720	11054
HURON__OH	7192	16226	24834
JACKSON__OH	3226	9949	13693
JEFFERSON__OH	9675	21117	32201
KNOX__OH	8171	19131	28687
LAKE__OH	46397	64255	116246
LAWRENCE__OH	6974	18689	26607
LICKING__OH	27376	51241	82761
LOGAN__OH	4647	15957	21571
LORAIN__OH	66949	66818	140562
LUCAS__OH	110833	75698	197556
MADISON__OH	4779	11631	17290
MAHONING__OH	57381	53616	115072
MARION__OH	7928	16961	26322
MEDINA__OH	32182	54810	91373
MEIGS__OH	2260	7309	9985
MERCER__OH	3384	17506	21726
MIAMI__OH	13120	37079	52734
MONROE__OH	1662	4868	6795
MONTGOMERY__OH	122016	123909	258301
MORGAN__OH	1736	4431	6443
MORROW__OH	3761	11948	16548
MUSKINGUM__OH	11123	24056	36991
NOBLE__OH	1221	4549	6013
OTTAWA__OH	8285	12653	22218
PAULDING__OH	2093	6500	9047
PERRY__OH	4138	10228	14995
PICKAWAY__OH	6529	17076	24745
PIKE__OH	3539	7902	11879
PORTAGE__OH	32397	39971	76139
PREBLE__OH	4325	15446	20565
PUTNAM__OH	2922	14961	18767
RICHLAND__OH	16085	36590	55214
ROSS__OH	10356	18652	30380
SANDUSKY__OH	9929	16316	28044
SCIOTO__OH	9132	20550	30784
SENECA__OH	7404	14825	23987
SHELBY__OH	4243	18590	23740
STARK__OH	68146	98388	175239
SUMMIT__OH	134256	112026	257979
TRUMBULL__OH	43014	49024	96029
TUSCARAWAS__OH	12188	26918	41289
UNION__OH	7718	18096	27429
VAN_WERT__OH	2697	10469	13770
VINTON__OH	1351	3883	5502
WARREN__OH	33730	77643	117267
WASHINGTON__OH	8026	20514	29840
WAYNE__OH	15031	32270	49853
WILLIAMS__OH	4358	11939	17308
WOOD__OH	27318	32498	64341
WYANDOT__OH	2515	7468	10592
ADAIR__OK	1382	4787	6513
ALFALFA__OK	216	1933	2258
ATOKA__OK	795	4084	5018
BEAVER__OK	176	1993	2243
BECKHAM__OK	960	6308	7552
BLAINE__OK	711	2884	3793
BRYAN__OK	2804	10478	13818
CADDO__OK	2420	6482	9348
CANADIAN__OK	11674	39986	55278
CARTER__OK	4002	13752	18534
CHEROKEE__OK	5456	9994	16490
CHOCTAW__OK	1067	4206	5426
CIMARRON__OK	71	963	1079
CLEVELAND__OK	38829	62538	109450
COAL__OK	411	1898	2399
COMANCHE__OK	11463	19183	32564
COTTON__OK	424	2054	2602
CRAIG__OK	1252	4283	5785
CREEK__OK	5841	21575	28830
CUSTER__OK	2104	7826	10541
DELAWARE__OK	3311	11826	15716
DEWEY__OK	222	1965	2248
ELLIS__OK	155	1611	1827
GARFIELD__OK	4397	16009	21710
GARVIN__OK	1855	8253	10546
GRADY__OK	3882	17316	22286
GRANT__OK	288	1827	2201
GREER__OK	323	1482	1896
HARMON__OK	225	715	977
HARPER__OK	134	1318	1499
HASKELL__OK	882	3701	4738
HUGHES__OK	961	3388	4526
JACKSON__OK	1473	5969	7806
JEFFERSON__OK	365	1910	2350
JOHNSTON__OK	786	3093	4018
KAY__OK	3738	12172	16803
KINGFISHER__OK	786	5156	6131
KIOWA__OK	767	2596	3493
LATIMER__OK	797	3100	4056
LE_FLORE__OK	3250	13362	17221
LINCOLN__OK	2430	10854	14025
LOGAN__OK	4248	13633	18979
LOVE__OK	735	2922	3789
MCCLAIN__OK	2894	13169	16858
MCCURTAIN__OK	1802	8656	10726
MCINTOSH__OK	2123	5505	7963
MAJOR__OK	310	2948	3407
MARSHALL__OK	1096	4206	5492
MAYES__OK	3423	11555	15717
MURRAY__OK	1087	4175	5528
MUSKOGEE__OK	7977	15043	24216
NOBLE__OK	901	3715	4878
NOWATA__OK	742	3321	4237
OKFUSKEE__OK	943	2800	3943
OKLAHOMA__OK	112813	141569	273942
OKMULGEE__OK	4385	8944	13949
OSAGE__OK	5597	12577	18966
OTTAWA__OK	2584	7631	10690
PAWNEE__OK	1344	4729	6364
PAYNE__OK	8788	16651	27760
PITTSBURG__OK	3711	12753	17271
PONTOTOC__OK	3637	10431	14831
POTTAWATOMIE__OK	6015	17848	25452
PUSHMATAHA__OK	748	3581	4483
ROGER_MILLS__OK	151	1547	1759
ROGERS__OK	7902	30913	40862
SEMINOLE__OK	2071	5613	8037
SEQUOYAH__OK	3061	10888	14437
STEPHENS__OK	3086	14182	17904
TEXAS__OK	858	4621	5780
TILLMAN__OK	657	1944	2706
TULSA__OK	87847	144258	247054
WAGONER__OK	6723	23005	31300
WASHINGTON__OK	5048	15825	22224
WASHITA__OK	588	3854	4631
WOODS__OK	522	2947	3668
WOODWARD__OK	873	6347	7595
BAKER__OR	1797	6218	8779
BENTON__OR	29193	13445	48753
CLACKAMAS__OR	102095	88392	214039
CLATSOP__OR	9252	8138	19664
COLUMBIA__OR	10167	13217	26618
COOS__OR	10448	17865	31313
CROOK__OR	2637	8511	12172
CURRY__OR	4300	7212	12611
DESCHUTES__OR	42444	45692	98557
DOUGLAS__OR	14096	34582	53521
GILLIAM__OR	239	671	1019
GRANT__OR	739	3210	4340
HARNEY__OR	683	2912	3974
HOOD_RIVER__OR	6510	3272	10910
JACKSON__OR	44447	53870	109327
JEFFERSON__OR	2980	5483	9459
JOSEPHINE__OR	13453	26923	44560
KLAMATH__OR	7210	20435	30507
LAKE__OR	639	3022	3930
LANE__OR	102753	67141	191950
LINCOLN__OR	12501	10039	25256
LINN__OR	17995	33488	58719
MALHEUR__OR	2246	7194	10435
MARION__OR	57788	63377	136840
MORROW__OR	1017	2721	4167
MULTNOMAH__OR	292561	67954	399103
POLK__OR	16420	18940	40295
SHERMAN__OR	202	732	1017
TILLAMOOK__OR	5768	6538	13803
UMATILLA__OR	7673	17059	27597
UNION__OR	3249	8431	12968
WALLOWA__OR	1116	2848	4366
WASCO__OR	4781	5833	11964
WASHINGTON__OR	153251	83197	269232
WHEELER__OR	155	591	818
YAMHILL__OR	19301	23250	48753
ADAMS__PA	14219	31423	47489
ALLEGHENY__PA	367617	259480	650114
ARMSTRONG__PA	7178	23484	31618
BEAVER__PA	32531	48167	83571
BEDFORD__PA	3645	19552	23637
BERKS__PA	78437	96626	183065
BLAIR__PA	13958	39135	54909
BRADFORD__PA	6369	18141	25708
BUCKS__PA	167060	164361	344297
BUTLER__PA	28584	64428	97071
CAMBRIA__PA	18867	42258	63072
CAMERON__PA	531	1589	2186
CARBON__PA	8936	18743	28776
CENTRE__PA	37088	35274	76148
CHESTER__PA	141682	116114	268800
CLARION__PA	4273	12576	17535
CLEARFIELD__PA	8200	24932	34271
CLINTON__PA	4744	10022	15394
COLUMBIA__PA	8934	18004	28228
CRAWFORD__PA	10971	24987	37492
CUMBERLAND__PA	47085	69076	121617
DAUPHIN__PA	64706	60863	130872
DELAWARE__PA	177402	110667	297634
ELK__PA	3853	10025	14426
ERIE__PA	58112	60069	123679
FAYETTE__PA	17946	34590	53767
FOREST__PA	626	1683	2401
FRANKLIN__PA	17465	49768	69731
FULTON__PA	912	5694	6771
GREENE__PA	4482	10849	15764
HUNTINGDON__PA	4539	14494	19706
INDIANA__PA	11528	24888	37770
JEFFERSON__PA	3650	15192	19478
JUNIATA__PA	1821	8273	10454
LACKAWANNA__PA	51983	48384	103456
LANCASTER__PA	91093	137914	241112
LAWRENCE__PA	14009	25428	40753
LEBANON__PA	18953	40525	61845
LEHIGH__PA	81324	73690	160993
LUZERNE__PA	52451	78688	134983
LYCOMING__PA	13020	35627	50565
MCKEAN__PA	4025	11635	16296
MERCER__PA	18733	31544	52309
MIFFLIN__PA	3877	14094	18601
MONROE__PA	33918	33386	69752
MONTGOMERY__PA	256082	162731	434687
MONTOUR__PA	2857	5288	8556
NORTHAMPTON__PA	66272	71736	143519
NORTHUMBERLAND__PA	9788	25427	36622
PERRY__PA	4632	15616	21158
PHILADELPHIA__PA	584025	108748	707631
PIKE__PA	9256	16056	26101
POTTER__PA	1302	6251	7784
SCHUYLKILL__PA	16770	44001	62869
SNYDER__PA	4002	11725	16363
SOMERSET__PA	7376	27379	35773
SULLIVAN__PA	750	2291	3136
